,percentage missing,iteration,Persistence,FD50,Feature-Driven,Feature-Driven-L1,RF,FDRR-R
0,66.415,4,0.6885494601615154,0.7600543109232717,0.7600543109232717,0.7600540051324629,0.7734892267319121,0.35064128838229447
0,66.415,3,0.670017276492917,0.7386843717146165,0.7386843717146165,0.7386835105351681,0.7559547622185485,0.3468499469397899
0,66.415,2,0.5605614005354962,0.6887442497291287,0.6887442497291287,0.6887443725849678,0.7107926608383283,0.35175235501119584
0,66.415,1,0.604552534107211,0.763157916447463,0.763157916447463,0.7631572112926414,0.7693453548810676,0.33895589860678826
0,66.415,0,0.6203894858464755,0.7476050512387626,0.7476050512387626,0.7476050718494852,0.7645348954781898,0.35861718961436145
0,49.289,4,0.5497797342444439,0.60708005598236,0.60708005598236,0.6070784189103219,0.6023961871057012,0.3286697075009282
0,49.289,3,0.49286115403607944,0.591428445989815,0.591428445989815,0.5914273841811551,0.5908268481157729,0.319140576886491
0,49.289,2,0.5470453891693998,0.5952851421756304,0.5952851421756304,0.595283958130479,0.5968602324387233,0.31810696119897586
0,49.289,1,0.5129311391977115,0.5742578850005529,0.5742578850005529,0.5742566242684312,0.5894015174236039,0.3209263245859197
0,49.289,0,0.47419005160234123,0.6029633547339285,0.6029633547339285,0.6029627858079882,0.5988960114618087,0.3189457383867105
0,16.655,4,0.32049409609911333,0.3296808002926901,0.3296808002926901,0.32968079933001804,0.30918157004080243,0.2905795795114726
0,16.655,3,0.3223550436081757,0.3416739926400541,0.3416739926400541,0.3416727673165478,0.31877129022391304,0.294851896088945
0,16.655,2,0.330074276059048,0.34391780325328175,0.34391780325328175,0.3439161300796473,0.3133341112867775,0.29612709472918075
0,16.655,1,0.3554827310590404,0.38517234838582354,0.38517234838582354,0.3851717311997561,0.3443686755338089,0.29185855550856843
0,16.655,0,0.33258644305894636,0.3380264577684031,0.3380264577684031,0.33802542833369864,0.31374564541669514,0.29383466687577625
0,8.737,4,0.2645725392309903,0.24813377453378552,0.24813377453378552,0.24813389276813497,0.237215017156521,0.2727631561440766
0,8.737,3,0.25940267383892246,0.2723185945889218,0.2723185945889218,0.27231855184589987,0.2492689615009154,0.2795082636460885
0,8.737,2,0.26896914375026165,0.269028825572283,0.269028825572283,0.2690281376863413,0.252319745239061,0.2719257726014354
0,8.737,1,0.25007081751869076,0.25856163609819927,0.25856163609819927,0.25856090317305996,0.24610764208582397,0.27631912117362395
0,8.737,0,0.3097821264455741,0.3030327146108977,0.3030327146108977,0.30303262993930163,0.2760646256051836,0.2721858413813277
0,1.999,4,0.23708331545177086,0.22085808236267546,0.22085808236267546,0.22085796830586232,0.21275290355911095,0.22038178174800235
0,1.999,3,0.23362183858179775,0.21581642244613677,0.21581642244613677,0.21581611757027316,0.21046401910706766,0.22715266533390457
0,1.999,2,0.24534455152196788,0.21280113934283384,0.21280113934283384,0.21280117956548592,0.20900200499831048,0.22408975221018246
0,1.999,1,0.23964566369668025,0.22412741955311113,0.22412741955311113,0.22412765126464315,0.2186490559485986,0.22195109279246225
0,1.999,0,0.2264310397777925,0.22676761344540747,0.22676761344540747,0.22676779077368436,0.22005842693573274,0.22476519314097912
0,0.0,4,0.22253754183098898,0.2043687782170957,0.2043687782170957,0.2043689546635253,0.20359016886777134,0.2043687782170957
0,0.0,3,0.22253754183098898,0.2043687782170957,0.2043687782170957,0.2043689546635253,0.20359016886777134,0.2043687782170957
0,0.0,2,0.22253754183098898,0.2043687782170957,0.2043687782170957,0.2043689546635253,0.20359016886777134,0.2043687782170957
0,0.0,1,0.22253754183098898,0.2043687782170957,0.2043687782170957,0.2043689546635253,0.20359016886777134,0.2043687782170957
0,0.0,0,0.22253754183098898,0.2043687782170957,0.2043687782170957,0.2043689546635253,0.20359016886777134,0.2043687782170957
