,percentage missing,iteration,Persistence,FD50,Feature-Driven,Feature-Driven-L1,RF,FDRR-R,FDRR-A
0,67.609,4,0.5487878641968308,0.7048340952974319,0.7045123473713483,0.7045123473713484,0.7079279976388727,0.42235743638387324,1.0427535413306193
0,67.609,3,0.5658991438229487,0.7551437818942425,0.7549111011148777,0.7549111011148779,0.7583840112534971,0.43528560732176197,1.062484800024431
0,67.609,2,0.6056240461180195,0.7085135859046927,0.7081721721205531,0.7081721721205531,0.706860179069242,0.41743970692875504,1.0569877555359704
0,67.609,1,0.5667135217442497,0.7706086645470014,0.7703114219338575,0.7703114219338575,0.7753971533420129,0.46208058502838173,1.124007065652496
0,67.609,0,0.6386454097032492,0.784555268488766,0.7843616396518053,0.784361639651805,0.7816454012379487,0.44877872285149006,1.1109787831994213
0,49.636,4,0.5233716255941947,0.588826625714191,0.5888890743572075,0.5888890743572075,0.5820061572123285,0.338130081761785,0.7457782610631576
0,49.636,3,0.4389433379095947,0.5963575465061595,0.5961783178542824,0.5961783178542825,0.5883631911650149,0.3731580018704892,0.8424730402423353
0,49.636,2,0.5158650634583171,0.5964041145520775,0.5963262059601439,0.5963262059601439,0.5805168983145967,0.3521717277823004,0.7976063374682586
0,49.636,1,0.5181438885444356,0.5826208977072743,0.582754656602891,0.582754656602891,0.5695241681950879,0.3434394347657711,0.8154292293481777
0,49.636,0,0.5339428525800898,0.6431692965339086,0.6429716051817915,0.6429716051817915,0.6323906583600777,0.358360912252229,0.8486199790051243
0,15.963,4,0.33626608489059706,0.3682759104166679,0.36833009926009724,0.36833009926009724,0.3583770484102158,0.2797353377671193,0.3853411603060578
0,15.963,3,0.3755052028586238,0.3596574224354252,0.3598300342729009,0.3598300342729009,0.34212657589000195,0.26955890347748485,0.39563347462310156
0,15.963,2,0.27214698018390643,0.2913962059547094,0.2914527547686952,0.29145275476869514,0.29118328927388415,0.26529895947764526,0.36455614294188826
0,15.963,1,0.33695379111607254,0.34400414230441634,0.3440979106524633,0.3440979106524633,0.33308191391706454,0.25984158212662173,0.3747119544833319
0,15.963,0,0.29359806174351905,0.344628465082225,0.3447257619370773,0.3447257619370773,0.3292565888893268,0.26459940790697467,0.3710200635154918
0,9.595,4,0.3386301064057154,0.30112737913572163,0.30115026267890177,0.3011502626789018,0.2929771132595461,0.25021432078297695,0.31095279414827476
0,9.595,3,0.2498132172627483,0.3060867336648682,0.3062526236674838,0.3062526236674838,0.28875004624143663,0.23988032365909898,0.2962892656686205
0,9.595,2,0.30448745002114247,0.306529689526512,0.30662144591994217,0.30662144591994217,0.2993639255943199,0.25265573484207693,0.32957233728269647
0,9.595,1,0.2768497129344525,0.2716584427525479,0.2718664914499855,0.2718664914499855,0.27301661973029984,0.254272713682634,0.32082310134603004
0,9.595,0,0.2707972221118502,0.27622126657652146,0.276277766692769,0.27627776669276893,0.2744777746111709,0.24099790949481403,0.2759484086691885
0,2.292,4,0.22687060775404053,0.2182544661105086,0.21832048700897838,0.21832048700897838,0.22123706456006892,0.2166364533293836,0.22606910805552924
0,2.292,3,0.24005038031642004,0.22614627641768806,0.22622762136722924,0.2262276213672292,0.2259525192684216,0.21976840990955773,0.23061955036928297
0,2.292,2,0.2738354558375328,0.2321863004333531,0.23235646188349904,0.23235646188349904,0.2288966104788331,0.22238171577873667,0.22621911824779917
0,2.292,1,0.22429320553191298,0.22664303119288187,0.2267520800248789,0.22675208002487884,0.22446727392502416,0.2171761530470836,0.22472047498157285
0,2.292,0,0.2250812299186978,0.21261998900542392,0.21270258264561775,0.21270258264561775,0.21719888952930086,0.2199157293583561,0.23741713359550098
0,0.0,4,0.22253754183098898,0.2113965663763948,0.21148591067912584,0.2114859106791258,0.2141631488894798,0.21148591067912584,0.21148591067912584
0,0.0,3,0.22253754183098898,0.2113965663763948,0.21148591067912584,0.2114859106791258,0.2141631488894798,0.21148591067912584,0.21148591067912584
0,0.0,2,0.22253754183098898,0.2113965663763948,0.21148591067912584,0.2114859106791258,0.2141631488894798,0.21148591067912584,0.21148591067912584
0,0.0,1,0.22253754183098898,0.2113965663763948,0.21148591067912584,0.2114859106791258,0.2141631488894798,0.21148591067912584,0.21148591067912584
0,0.0,0,0.22253754183098898,0.2113965663763948,0.21148591067912584,0.2114859106791258,0.2141631488894798,0.21148591067912584,0.21148591067912584
